ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,ZipperStemStartMetric_Vienna_ens,ZipperStemEndMetric_Vienna_ens,LongestStemMetric_Vienna_ens,MLDMetric_Vienna_ens,LengthFeature
"('chrXIII', 342288, 342393)",-,NM_001182533.1,18.968,-6.400000000000001,0.0,23.123,0.5447619047619048,105
"('chrXIII', 446095, 446232)",-,NM_001182589.1,24.874,0.0,-0.6,19.423,0.3708029197080292,137
"('chrXIII', 488850, 489127)",+,NM_001182609.1,38.036,-11.943999999999996,0.0,68.457,0.3444043321299638,277
"('chrXIII', 495109, 495346)",+,NM_001182613.1,19.021,-18.167999999999974,0.0,52.095,0.4274261603375527,237
"('chrXIII', 495109, 495470)",+,NM_001182613.1,34.916,0.0,0.0,84.236,0.3224376731301939,361
"('chrXIII', 518266, 518767)",+,NM_001182626.1,55.082,0.0,0.0,138.11,0.3087824351297406,501
"('chrXIII', 531333, 531641)",+,NM_001182630.1,30.895,-12.230769230769228,0.0,65.402,0.3688311688311688,308
"('chrXIII', 543482, 543962)",-,NM_001182639.1,54.133,0.0,0.0,132.312,0.3116666666666666,480
"('chrXIII', 575841, 576331)",+,NM_001182664.1,19.809,-4.5,-10.679787234042555,132.345,0.253673469387755,490
"('chrXIII', 583530, 583853)",-,NM_001182666.1,14.679,-7.15,0.0,71.79,0.3291021671826625,323
"('chrXIII', 580548, 580877)",-,NM_001182666.1,13.92,-8.48,-3.777551020408157,77.479,0.3206686930091185,329
"('chrXIII', 580548, 580781)",-,NM_001182666.1,9.877,0.0,0.0,44.986,0.402145922746781,233
"('chrXIII', 620276, 620643)",+,NM_001182685.1,12.877,0.0,0.0,94.145,0.3108991825613079,367
"('chrXIII', 672773, 672932)",-,NM_001182712.1,20.946,-13.867647058823527,0.0,34.484,0.4528301886792453,159
"('chrXIII', 688048, 688330)",+,NM_001182717.1,51.008,0.0,-8.793421052631574,76.349,0.3684397163120568,282
"('chrXIII', 689700, 689978)",+,NM_001182718.1,32.38,0.0,0.0,76.736,0.3273381294964029,278
"('chrXIII', 711580, 712082)",+,NM_001182726.1,43.215,0.0,0.0,91.551,0.3406374501992032,502
"('chrXIII', 765641, 765949)",-,NM_001182755.1,9.771,0.0,0.0,77.37,0.3295454545454546,308
"('chrXIII', 780834, 781244)",-,NM_001182764.1,37.306,0.0,0.0,100.742,0.3304878048780487,410
"('chrXIII', 799745, 799896)",+,NM_001182773.1,27.408,-4.955172413793103,-1.8714285714285717,27.306,0.4490066225165563,151
"('chrXIII', 810450, 810550)",-,NM_001182779.1,29.709,0.0,0.0,18.394,0.547,100
"('chrXIII', 828132, 828345)",-,NM_001182787.1,13.887,0.0,0.0,51.607,0.4169014084507042,213
"('chrXIII', 847347, 847524)",+,NM_001182795.1,49.742,-2.1,-7.218181818181819,45.895,0.4672316384180791,177
"('chrXIII', 853051, 853518)",+,NM_001182799.1,23.517,0.0,-7.461538461538463,122.542,0.3115631691648822,467
"('chrXIII', 887309, 887510)",+,NM_001182818.1,10.653,-9.383333333333336,0.0,52.787,0.381094527363184,201
"('chrXIII', 887691, 887922)",+,NM_001182818.1,21.966,-8.1,0.0,60.915,0.4142857142857142,231
