ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,StartToBPStemMetric_Vienna_ens,BPToEndStemMetric_Vienna_ens,StartProtectionMetric_Vienna_ens,EndProtectionMetric_Vienna_ens,BPProtectionMetric_Vienna_ens,ZipperStemMetric_Vienna_ens,ZipperStemStartMetric_Vienna_mfe,ZipperStemStartMetric_Vienna_ens,ZipperStemEndMetric_Vienna_ens,ThreeprimeDistStopFeature,RPKMFeature,LocalizationMetric_RNAstructure_ens,StartToBPStemMetric_RNAstructure_ens,BPToEndStemMetric_RNAstructure_ens,StartProtectionMetric_RNAstructure_ens,EndProtectionMetric_RNAstructure_ens,BPProtectionMetric_RNAstructure_ens,LongestStemMetric_Vienna_mfe,NWJMetric_Vienna_mfe,MLDMetric_Vienna_mfe,LocalizationMetric_Vienna_mfe,StartToBPStemMetric_Vienna_mfe,BPToEndStemMetric_Vienna_mfe,StartProtectionMetric_Vienna_mfe,EndProtectionMetric_Vienna_mfe,BPProtectionMetric_Vienna_mfe,ZipperStemEndMetric_Vienna_mfe,LongestStemMetric_Vienna_ens,NWJMetric_Vienna_ens,MLDMetric_Vienna_ens,LocalizationMetric_RNAstructure_mfe,StartToBPStemMetric_RNAstructure_mfe,BPToEndStemMetric_RNAstructure_mfe,StartProtectionMetric_RNAstructure_mfe,EndProtectionMetric_RNAstructure_mfe,BPProtectionMetric_RNAstructure_mfe,ZipperStemStartMetric_RNAstructure_mfe,ZipperStemEndMetric_RNAstructure_mfe,LongestStemMetric_RNAstructure_mfe,NWJMetric_RNAstructure_mfe,MLDMetric_RNAstructure_mfe,LengthFeature,ZipperStemStartMetric_RNAstructure_ens,ZipperStemEndMetric_RNAstructure_ens,LongestStemMetric_RNAstructure_ens,MLDMetric_RNAstructure_ens
"('chrIX', 348363, 348494)",-,NM_001179354.3,19.638,6.907755278982137,2.6882475738060303,0.5898571428571412,0.2591428571428568,0.4738571428571463,0,0.0,-5.92280701754386,0.0,0.0,57.04092286,23.768,4.8283137373023015,2.2537949288246137,0.3951428571428571,0.3247142857142862,0.5062857142857181,17,0,0.4198473282442748,19.0,0,0,0.7142857142857143,0.1428571428571428,0.4285714285714285,0.0,17.836,0.149,0.1854961832061069,13.0,0,0,0.7142857142857143,0.1428571428571428,0.4285714285714285,0.0,0.0,20,0,0.3740458015267175,131,-6.203030303030303,0.0,13.899,0.21297709923664124
"('chrVII', 150183, 150525)",-,,34.429,6.907755278982137,4.605170185988091,0.8290000000000017,0.1439999999999983,0.322857142857143,0,-12.3,-11.972500000000007,-4.4,,,32.916,6.907755278982137,3.2441936328524905,0.8235714285714297,0.1431428571428555,0.4064285714285719,96,1,0.4005847953216374,34.0,0,0,0.8571428571428571,0.1428571428571428,0.4285714285714285,0.0,25.214,0.896,0.2923976608187134,34.0,0,0,0.8571428571428571,0.1428571428571428,0.4285714285714285,-10.8,0.0,98,1,0.4093567251461988,342,-11.750000000000005,-4.4,21.773,0.2687134502923977
"('chrXIII', 225239, 225338)",-,NM_001182383.1,15.194,1.6044503709230613,11.512925464970229,0.4461428571428576,0.1567142857142858,0.1158571428571429,0,0.0,0.0,-0.2,0.0,32.77244275,20.114,2.6036901857779675,4.961845129926823,0.3264285714285712,0.1852857142857137,0.1411428571428571,17,0,0.6363636363636364,17.0,0,0,0.4285714285714285,0.2857142857142857,0.1428571428571428,0.0,16.24,0.098,0.3,17.0,0,0,0.4285714285714285,0.2857142857142857,0.1428571428571428,0.0,0.0,16,0,0.6363636363636364,99,-3.1,0.0,12.309,0.295959595959596
"('chrXI', 447706, 447810)",-,NM_001179794.3,11.961,0.5242486440981314,0.4079682383262829,0.6204285714285694,0.2750000000000001,0.5282857142857112,0,0.0,-7.071428571428568,-1.5758620689655174,0.0,15.4855222,12.735,0.7678707267558817,0.3754209867597876,0.5934285714285696,0.3144285714285734,0.5197142857142879,25,0,0.5673076923076923,3.0,-1,-1,0.8571428571428571,0.1428571428571428,0.2857142857142857,0.0,19.152,0.044,0.3028846153846153,3.0,-1,-1,0.8571428571428571,0.1428571428571428,0.2857142857142857,0.0,0.0,24,0,0.5673076923076923,104,-6.56612903225807,-1.8666666666666667,16.596,0.2923076923076923
"('chrXIV', 557610, 557684)",+,NM_001182877.1,9.204,1.509592577464384,11.512925464970229,0.7235714285714256,0.3942857142857129,0.4672857142857137,0,0.0,0.0,0.0,0.0,51.46225445,11.522,2.900422093749666,11.512925464970229,0.6341428571428549,0.4711428571428542,0.4764285714285713,19,0,0.6621621621621622,1.0,-1,0,0.7142857142857143,0.0,0.5714285714285714,0.0,10.262,0.148,0.3310810810810811,1.0,-1,0,0.7142857142857143,0.0,0.5714285714285714,0.0,0.0,19,0,0.6621621621621622,74,0.0,0.0,8.377,0.30000000000000004
"('chrIV', 1212877, 1212978)",+,NM_001180675.1,16.224,11.512925464970229,6.214608098422191,0.916285714285715,0.0064285714285714,0.1395714285714288,0,0.0,-2.45,0.0,0.0,96.73086656,16.286,6.907755278982137,5.809142990314028,0.8434285714285716,0.0195714285714285,0.1304285714285721,26,0,0.5841584158415841,16.0,0,0,1.0,0.0,0.0,0.0,12.796,0.294,0.3356435643564356,17.0,0,0,1.0,0.0,0.0,0.0,0.0,24,1,0.504950495049505,101,-2.4805555555555556,0.0,9.741,0.31683168316831684
"('chrXVI', 492918, 493020)",-,NM_001183845.1,6.342,0.3257301400893108,2.4769384801388235,0.9372857142857146,0.0544285714285714,0.7574285714285721,0,0.0,0.0,-5.2,0.0,75.43778993,6.244,0.3725140079684785,2.577021938695806,0.8854285714285721,0.0675714285714285,0.778428571428573,26,0,0.5392156862745098,8.0,-1,0,1.0,0.0,0.8571428571428571,0.0,20.081,0.018,0.2686274509803922,7.0,-1,0,0.8571428571428571,0.0,1.0,0.0,0.0,22,0,0.5392156862745098,102,0.0,0.0,18.639,0.27352941176470585
"('chrXIV', 185491, 185586)",+,NM_001183084.1,24.429,5.521460917862246,0.0377018671840115,0.2905714285714286,0.5622857142857128,0.2364285714285706,0,0.0,0.0,-5.411111111111114,0.0,80.85080887,19.49,4.605170185988091,0.0140989243795016,0.5771428571428537,0.4659999999999989,0.3395714285714278,20,0,0.5473684210526316,29.0,0,-1,0.0,0.5714285714285714,0.0,-5.1,10.54,0.413,0.291578947368421,34.0,0,-1,0.8571428571428571,0.4285714285714285,0.4285714285714285,0.0,-5.1,15,0,0.6842105263157895,95,0.0,-5.500000000000003,10.494,0.21052631578947367
"('chrXII', 694382, 694472)",+,NM_001182162.1,18.8,0.9238189982949466,2.1892564076870427,0.5038571428571393,0.2368571428571427,0.3952857142857143,0,0.0,0.0,-0.8,0.0,36.1352028,19.554,1.6928195213731514,2.9187712324178627,0.479142857142856,0.1444285714285713,0.384142857142858,14,0,0.7777777777777778,3.0,-1,0,0.8571428571428571,0.0,0.2857142857142857,0.0,9.834,0.094,0.2866666666666667,3.0,-1,0,0.8571428571428571,0.0,0.2857142857142857,0.0,0.0,14,0,0.7777777777777778,90,0.0,-0.8,8.392,0.2511111111111111
"('chrXIII', 82290, 82373)",+,NM_001182453.1,13.11,0.0387408283164305,1.1177951080848836,0.7142857142857049,0.3015714285714284,0.5065714285714271,0,0.0,0.0,-4.299999999999999,0.0,51.46119389,12.944,0.0822952427268301,1.3394107752210402,0.7277142857142772,0.2488571428571432,0.545142857142856,11,0,0.5060240963855421,13.0,-1,0,0.7142857142857143,0.0,0.8571428571428571,0.0,8.758,0.004,0.2204819277108433,13.0,-1,0,0.7142857142857143,0.0,0.8571428571428571,0.0,0.0,11,0,0.5060240963855421,83,0.0,-4.299999999999999,8.316,0.21445783132530122
"('chrII', 679942, 680039)",-,NM_001178578.1,22.57,11.512925464970229,11.512925464970229,0.6791428571428555,0.0101428571428571,0.3324285714285719,0,0.0,0.0,0.0,0.0,100.3194305,20.367,11.512925464970229,11.512925464970229,0.651714285714283,0.0297142857142856,0.3584285714285725,8,0,0.5876288659793815,34.0,0,0,0.8571428571428571,0.0,0.1428571428571428,0.0,8.366,0.08,0.3144329896907217,34.0,0,0,0.8571428571428571,0.0,0.1428571428571428,0.0,0.0,8,0,0.5876288659793815,97,0.0,0.0,6.876,0.25876288659793817
"('chrVIII', 189749, 189850)",-,NM_001179171.1,27.617,11.512925464970229,11.512925464970229,0.969142857142858,0.4091428571428591,0.426714285714289,0,0.0,-12.0,0.0,0.0,104.1096834,27.431,11.512925464970229,11.512925464970229,0.9581428571428584,0.4054285714285727,0.4244285714285746,28,0,0.3861386138613861,25.0,0,0,1.0,0.4285714285714285,0.4285714285714285,0.0,9.768,0.033,0.294059405940594,25.0,0,0,1.0,0.4285714285714285,0.4285714285714285,0.0,0.0,27,0,0.396039603960396,101,-12.0,0.0,9.407,0.2792079207920793
"('chrII', 110879, 110948)",+,NM_001178299.1,15.891,11.512925464970229,4.605170185988091,0.7112857142857045,0.0375714285714285,0.2161428571428551,0,0.0,0.0,0.0,0.0,23.1528026,14.976,11.512925464970229,3.863232841258714,0.7092857142857046,0.0647142857142857,0.2664285714285687,9,0,0.855072463768116,20.0,0,0,0.7142857142857143,0.0,0.0,0.0,9.113,0.0,0.2463768115942028,13.0,0,0,0.7142857142857143,0.0,0.4285714285714285,0.0,0.0,9,0,0.7246376811594203,69,0.0,0.0,8.995,0.23623188405797105
"('chrXVI', 833693, 833827)",+,NM_001184250.1,34.775,2.047942874620465,0.2281560931377539,0.5008571428571434,0.5655714285714243,0.101857142857143,0,-17.9,-17.028571428571432,-3.231645569620248,0.0,13.50973236,26.541,1.5606477482646683,1.4740332754278973,0.5057142857142864,0.6074285714285683,0.3101428571428566,14,0,0.582089552238806,56.0,0,-1,0.0,0.5714285714285714,0.0,-3.2,12.827,0.169,0.2425373134328358,41.0,0,0,0.7142857142857143,0.5714285714285714,0.2857142857142857,-17.9,0.0,12,0,0.5895522388059702,134,-17.127173913043496,-3.4380952380952396,11.797,0.2171641791044776
"('chrVIII', 255637, 255750)",-,NM_001179207.1,21.984,1.7486999797676082,1.0729445419195318,0.4587142857142867,0.6887142857142843,0.4497142857142833,0,0.0,0.0,-4.324074074074071,0.0,35.60298989,23.706,3.036554268074246,0.7277386253295643,0.4200000000000015,0.7534285714285716,0.4532857142857117,33,0,0.4070796460176991,24.0,0,-1,0.5714285714285714,0.8571428571428571,0.5714285714285714,-4.7,11.564,0.059,0.2469026548672566,24.0,0,-1,0.5714285714285714,0.8571428571428571,0.5714285714285714,0.0,-4.7,33,0,0.4070796460176991,113,0.0,-4.404838709677415,9.888,0.24424778761061944
"('chrVI', 63859, 63973)",-,NM_001179931.1,25.276,11.512925464970229,11.512925464970229,0.3072857142857143,0.4288571428571444,0.4945714285714301,0,0.0,0.0,-2.492857142857144,0.0,27.92462773,25.66,11.512925464970229,11.512925464970229,0.276142857142857,0.4625714285714294,0.4965714285714313,25,0,0.4736842105263157,35.0,0,0,0.0,0.7142857142857143,0.7142857142857143,-1.2,10.267,0.297,0.2473684210526315,35.0,0,0,0.0,0.7142857142857143,0.7142857142857143,0.0,-1.2,24,0,0.4736842105263157,114,0.0,-2.519607843137256,9.529,0.23596491228070177
"('chrXIV', 145149, 145254)",-,NM_001183103.1,31.685,4.8283137373023015,11.512925464970229,0.0961428571428571,0.5091428571428539,0.5765714285714265,0,0.0,0.0,-2.6,0.0,15.31120501,31.584,5.521460917862246,11.512925464970229,0.0824285714285714,0.5132857142857115,0.5805714285714242,25,1,0.5333333333333333,34.0,0,0,0.0,0.2857142857142857,0.5714285714285714,0.0,12.443,0.837,0.3190476190476191,34.0,0,0,0.0,0.2857142857142857,0.5714285714285714,0.0,0.0,23,1,0.5333333333333333,105,0.0,-2.2,11.612,0.3276190476190477
"('chrII', 691966, 692133)",+,,18.262,3.4420193761824103,0.7962879394794586,0.3749999999999991,0.5999999999999979,0.4294285714285715,0,0.0,0.0,0.0,,,16.658,4.605170185988091,0.5242486440981314,0.4037142857142844,0.6072857142857119,0.3062857142857137,20,0,0.4431137724550898,30.0,0,-1,0.0,0.7142857142857143,0.4285714285714285,0.0,11.993,0.104,0.1994011976047904,19.0,0,-1,0.4285714285714285,0.7142857142857143,0.0,0.0,0.0,22,0,0.3712574850299401,167,0.0,0.0,10.869,0.19461077844311378
"('chrXII', 286467, 286556)",-,NM_001181965.1,26.963,11.512925464970229,2.631089159966082,0.5425714285714242,0.8272857142857168,0.2944285714285697,0,0.0,0.0,0.0,0.0,55.48064537,23.97,11.512925464970229,1.6554818509355071,0.5444285714285669,0.8244285714285745,0.3231428571428569,25,0,0.550561797752809,30.0,0,0,0.5714285714285714,0.8571428571428571,0.2857142857142857,0.0,15.863,0.339,0.3887640449438202,29.0,0,0,0.5714285714285714,0.8571428571428571,0.4285714285714285,0.0,0.0,24,0,0.3932584269662921,89,0.0,0.0,9.852,0.3123595505617978
"('chrIV', 1103809, 1103892)",+,NM_001180626.3,19.634,3.1941832122778293,11.512925464970229,0.5415714285714247,0.6429999999999944,0.2398571428571411,0,0.0,0.0,0.0,0.0,18.29920234,19.592,3.036554268074246,11.512925464970229,0.5394285714285677,0.6552857142857078,0.2872857142857148,21,0,0.4939759036144578,21.0,0,0,0.5714285714285714,0.7142857142857143,0.1428571428571428,0.0,10.708,0.122,0.4216867469879517,21.0,0,0,0.5714285714285714,0.7142857142857143,0.1428571428571428,0.0,0.0,21,0,0.4939759036144578,83,0.0,0.0,9.581,0.4012048192771084
"('chrXIII', 206097, 206203)",+,NM_001182394.1,49.352,6.907755278982137,11.512925464970229,0.147142857142857,0.3274285714285685,0.054,0,0.0,0.0,0.0,0.0,35.91117005,44.124,5.809142990314028,11.512925464970229,0.2299999999999993,0.3317142857142834,0.1052857142857146,18,0,0.660377358490566,57.0,0,0,0.0,0.2857142857142857,0.0,0.0,11.481,0.098,0.3754716981132075,57.0,0,0,0.0,0.2857142857142857,0.0,0.0,0.0,18,0,0.6320754716981132,106,0.0,0.0,11.237,0.33867924528301885
"('chrI', 151006, 151096)",-,NM_001178148.1,13.144,11.512925464970229,11.512925464970229,0.6912857142857162,0.2772857142857145,0.3688571428571418,0,-4.1,-4.096296296296293,0.0,0.0,17.35928062,13.535,11.512925464970229,11.512925464970229,0.5158571428571416,0.4052857142857149,0.3895714285714284,14,0,0.6,10.0,0,0,1.0,0.0,0.2857142857142857,0.0,11.234,0.129,0.25,10.0,0,0,1.0,0.0,0.2857142857142857,-4.1,0.0,14,0,0.6,90,-4.114062499999997,0.0,9.831,0.2944444444444444
"('chrIV', 1073312, 1073401)",-,NM_001180613.1,19.368,6.907755278982137,1.7778565640590636,0.4345714285714298,0.1795714285714279,0.2874285714285707,0,0.0,0.0,-5.3,0.0,,19.225,6.907755278982137,0.8141855089370014,0.4487142857142869,0.2261428571428557,0.1931428571428557,20,0,0.5393258426966292,28.0,0,0,0.4285714285714285,0.0,0.1428571428571428,0.0,11.885,0.071,0.2820224719101123,13.0,0,-1,0.7142857142857143,0.0,0.1428571428571428,0.0,0.0,8,0,0.4157303370786517,89,0.0,-5.3,9.097,0.3022471910112359
"('chrXI', 155271, 155654)",+,NM_001179723.2,33.182,5.809142990314028,5.809142990314028,0.6364285714285719,0.6558571428571405,0.4655714285714285,0,-12.5,-12.492063492063492,-5.568750000000004,0.0,91.59752705,28.367,6.907755278982137,5.809142990314028,0.5382857142857158,0.6522857142857127,0.4919999999999978,100,1,0.4073107049608355,5.0,0,0,0.8571428571428571,0.5714285714285714,0.4285714285714285,-5.6,24.86,1.282,0.2206266318537859,24.0,0,0,0.4285714285714285,0.5714285714285714,0.5714285714285714,-12.5,-5.6,81,2,0.3759791122715404,383,-12.454081632653061,-5.600000000000004,20.983,0.20365535248041775
"('chrVIII', 315771, 315858)",-,NM_001179231.1,18.517,1.7544636844843582,1.171182981502945,0.5014285714285727,0.420285714285715,0.6921428571428498,0,0.0,0.0,-2.35,0.0,20.29517776,18.324,1.903808973036678,0.6033064765601558,0.5227142857142872,0.5745714285714276,0.6731428571428503,25,1,0.5057471264367817,22.0,0,-1,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,12.893,0.294,0.3379310344827586,24.0,0,-1,0.0,0.0,0.7142857142857143,0.0,0.0,13,0,0.5057471264367817,87,0.0,-2.9384615384615382,11.457,0.29885057471264365
"('chrXII', 548677, 548763)",-,NM_001182086.1,28.722,4.422848629194137,4.074541934925921,0.2822857142857145,0.3015714285714279,0.4355714285714271,0,0.0,0.0,0.0,0.0,53.75210076,25.524,4.710530701645918,3.4112477175156566,0.2458571428571423,0.3157142857142846,0.5508571428571422,10,0,0.4418604651162791,33.0,0,0,0.0,0.0,0.7142857142857143,0.0,11.975,0.073,0.3476744186046511,33.0,0,0,0.0,0.0,0.7142857142857143,0.0,0.0,10,0,0.4418604651162791,86,0.0,0.0,10.373,0.2872093023255814
"('chrIX', 166434, 166519)",+,NM_001179454.1,21.666,11.512925464970229,0.0790432073404528,0.1888571428571416,0.7238571428571393,0.5681428571428557,0,0.0,0.0,-5.5,0.0,57.17098797,22.163,11.512925464970229,0.027371196796132,0.1768571428571416,0.7309999999999967,0.5895714285714256,17,0,0.6823529411764706,13.0,0,-1,0.1428571428571428,0.5714285714285714,0.2857142857142857,-5.5,7.486,0.154,0.2811764705882352,23.0,0,-1,0.1428571428571428,0.8571428571428571,0.8571428571428571,0.0,0.0,21,1,0.5647058823529412,85,0.0,-5.5,7.012,0.29999999999999993
"('chrIV', 122077, 122176)",+,,17.618,1.6347557204183902,11.512925464970229,0.4138571428571433,0.2581428571428558,0.6902857142857146,0,-10.2,-7.308695652173907,0.0,,,17.152,1.826350913997674,11.512925464970229,0.3532857142857141,0.3492857142857145,0.6774285714285719,25,1,0.5555555555555556,10.0,-1,0,0.8571428571428571,0.0,0.0,0.0,13.018,0.173,0.2363636363636364,10.0,-1,0,0.8571428571428571,0.0,0.0,-10.2,0.0,24,1,0.5555555555555556,99,-7.896969696969689,0.0,12.251,0.23737373737373738
"('chrXII', 564454, 564513)",-,NM_001182098.1,31.872,4.422848629194137,11.512925464970229,0.2985714285714284,0.5839999999999957,0.2938571428571394,0,0.0,0.0,0.0,0.0,11.35265345,30.918,5.809142990314028,11.512925464970229,0.3047142857142855,0.5811428571428537,0.2901428571428538,7,0,0.8135593220338984,41.0,0,0,0.0,0.5714285714285714,0.2857142857142857,0.0,7.245,0.001,0.2559322033898305,41.0,0,0,0.0,0.5714285714285714,0.2857142857142857,0.0,0.0,7,0,0.8135593220338984,59,0.0,0.0,7.134,0.26949152542372884
"('chrII', 479345, 479434)",+,NM_001178467.1,22.077,11.512925464970229,1.152013065395225,0.5720000000000002,0.2164285714285719,0.4422857142857146,0,0.0,0.0,-3.3999999999999995,0.0,18.04568378,22.837,11.512925464970229,0.6198967188203526,0.5348571428571435,0.3445714285714299,0.3695714285714301,15,0,0.7078651685393258,21.0,0,0,0.4285714285714285,0.0,0.5714285714285714,0.0,11.655,0.015,0.3426966292134831,21.0,0,0,0.4285714285714285,0.0,0.5714285714285714,0.0,0.0,15,0,0.7078651685393258,89,0.0,-3.0744680851063855,10.053,0.32247191011235954
"('chrIII', 101633, 101700)",-,NM_001184672.1,13.815,1.995100393246085,11.512925464970229,0.613857142857141,0.2449999999999993,0.2895714285714267,0,0.0,0.0,0.0,0.0,17.12236358,12.386,2.1803674602697964,11.512925464970229,0.5862857142857106,0.2679999999999994,0.3211428571428547,15,0,0.582089552238806,5.0,0,0,0.8571428571428571,0.0,0.2857142857142857,0.0,11.032,0.115,0.2925373134328358,5.0,0,0,0.8571428571428571,0.0,0.2857142857142857,0.0,0.0,15,0,0.582089552238806,67,0.0,0.0,10.658,0.2537313432835821
"('chrIII', 294239, 294291)",+,NM_001178804.1,6.653,0.1053605156578262,11.512925464970229,0.6647142857142804,0.1829999999999995,0.3244285714285699,0,0.0,0.0,0.0,300.0,36.23778805,9.972,0.1791266658974354,11.512925464970229,0.609999999999997,0.3761428571428582,0.3142857142857141,10,0,0.75,3.0,-1,0,0.7142857142857143,0.0,0.2857142857142857,0.0,10.112,0.0,0.3346153846153846,12.0,-1,0,0.7142857142857143,0.7142857142857143,0.1428571428571428,0.0,0.0,9,0,0.6346153846153846,52,0.0,0.0,9.178,0.3096153846153847
"('chrXIV', 534874, 534965)",-,NM_001182889.3,15.122,6.907755278982137,2.5902671654458267,0.7480000000000028,0.2857142857142843,0.3485714285714281,0,0.0,0.0,-1.2687500000000005,0.0,26.48195873,15.776,5.298317366548036,3.611918412977808,0.6797142857142869,0.3105714285714284,0.2655714285714288,7,0,0.8021978021978022,31.0,0,0,0.8571428571428571,0.4285714285714285,0.0,-1.6,9.507,0.024,0.2714285714285714,31.0,0,0,0.8571428571428571,0.4285714285714285,0.0,0.0,-1.6,7,0,0.8021978021978022,91,0.0,-1.2882352941176471,7.93,0.2681318681318682
"('chrV', 348201, 348276)",-,NM_001180860.1,2.511,0.006018072325563,11.512925464970229,0.6401428571428542,0.2695714285714257,0.496714285714282,0,0.0,0.0,0.0,0.0,14.3484537,3.925,0.009040744652149,11.512925464970229,0.5815714285714291,0.2908571428571407,0.4528571428571397,15,0,0.6,1.0,-1,0,0.7142857142857143,0.4285714285714285,0.5714285714285714,0.0,16.083,0.0,0.3546666666666666,1.0,-1,0,0.7142857142857143,0.4285714285714285,0.5714285714285714,0.0,0.0,17,0,0.6,75,0.0,0.0,15.672,0.3506666666666666
"('chrVIII', 298360, 298484)",-,NM_001179227.1,10.099,0.1519863569978817,11.512925464970229,0.6255714285714261,0.2,0.2054285714285709,0,-2.0,-2.0,-3.8485294117647055,0.0,20.72720081,16.783,0.49758039701597,11.512925464970229,0.5837142857142861,0.2915714285714287,0.1421428571428575,19,0,0.5483870967741935,3.0,-1,0,0.7142857142857143,0.0,0.2857142857142857,-4.0,10.888,0.009,0.2370967741935484,3.0,-1,0,0.7142857142857143,0.0,0.2857142857142857,-2.0,-4.0,19,0,0.5483870967741935,124,-2.0,-3.745762711864406,8.528,0.2330645161290322
"('chrXII', 987141, 987212)",+,NM_001182314.1,16.754,1.3862943611198906,11.512925464970229,0.6254285714285679,0.5194285714285742,0.3561428571428568,0,0.0,0.0,0.0,0.0,38.36940655,20.123,2.937463365430016,11.512925464970229,0.5482857142857118,0.6351428571428522,0.1761428571428565,16,0,0.6901408450704225,18.0,0,0,0.7142857142857143,0.7142857142857143,0.0,0.0,15.292,0.003,0.304225352112676,20.0,0,0,0.5714285714285714,0.7142857142857143,0.0,0.0,0.0,11,0,0.6901408450704225,71,0.0,0.0,11.621,0.2943661971830986
"('chrXVI', 96153, 96233)",-,NM_001184055.1,9.88,0.034591444769619,0.2369889581362627,0.8360000000000043,0.8407142857142853,0.025,0,0.0,0.0,-4.699999999999998,0.0,23.93802443,11.704,0.3312857099339129,0.5780343734594406,0.743857142857143,0.7744285714285672,0.0514285714285713,11,0,0.7375,10.0,-1,-1,0.8571428571428571,0.8571428571428571,0.0,-4.7,10.771,0.005,0.1987499999999999,10.0,-1,-1,0.8571428571428571,0.8571428571428571,0.0,0.0,-4.7,10,0,0.7625,80,0.0,-4.700000000000002,8.902,0.22875
"('chrXIII', 211440, 211570)",+,NM_001182391.1,7.631,0.1863295781914934,11.512925464970229,0.5722857142857107,0.0645714285714286,0.4265714285714304,0,-15.0,-15.001020408163262,0.0,437.0,24.71936358,14.41,0.991553216374702,11.512925464970229,0.4747142857142863,0.1044285714285717,0.5478571428571446,31,0,0.5692307692307692,5.0,-1,0,0.5714285714285714,0.0,0.4285714285714285,0.0,21.201,0.095,0.3438461538461538,17.0,0,0,0.4285714285714285,0.0,0.7142857142857143,-15.0,0.0,20,0,0.4461538461538462,130,-15.120999999999997,0.0,19.853,0.2830769230769231
"('chrIV', 254974, 255044)",-,NM_001180174.1,8.669,0.0866478067256721,0.3354727362881294,0.584142857142852,0.2762857142857148,0.280999999999998,0,0.0,0.0,0.0,0.0,26.74110844,10.371,0.1323891880457456,0.0449973659307358,0.5661428571428527,0.6775714285714212,0.3937142857142874,13,0,0.6,10.0,-1,-1,0.5714285714285714,0.0,0.0,0.0,13.277,0.0,0.2328571428571428,10.0,-1,-1,0.5714285714285714,0.7142857142857143,0.4285714285714285,0.0,0.0,13,0,0.4714285714285714,70,0.0,0.0,12.182,0.23285714285714287
"('chrX', 387348, 387435)",-,NM_001181465.1,15.279,11.512925464970229,0.3051673867928005,0.7484285714285657,0.1100000000000006,0.1872857142857139,0,0.0,0.0,0.0,0.0,37.45323204,17.366,11.512925464970229,0.791863153499103,0.7221428571428505,0.0582857142857141,0.2574285714285696,18,0,0.5977011494252874,15.0,0,-1,0.7142857142857143,0.0,0.0,0.0,8.346,0.019,0.2505747126436781,12.0,0,-1,0.7142857142857143,0.0,0.2857142857142857,0.0,0.0,20,0,0.4367816091954023,87,0.0,0.0,8.4,0.2655172413793103
"('chrXIII', 211444, 211570)",+,NM_001182391.1,9.667,0.5344354894051245,11.512925464970229,0.7759999999999995,0.0862857142857144,0.5071428571428572,0,-9.5,-14.596874999999995,0.0,0.0,24.71936358,15.485,1.3903023825174294,11.512925464970229,0.6364285714285715,0.1404285714285715,0.5884285714285692,34,0,0.5555555555555556,1.0,-1,0,0.8571428571428571,0.0,0.7142857142857143,0.0,21.513,0.092,0.3007936507936508,1.0,-1,0,0.8571428571428571,0.0,0.7142857142857143,-9.5,0.0,34,0,0.5555555555555556,126,-14.827999999999998,0.0,20.071,0.273015873015873
"('chrXIII', 666933, 667017)",-,NM_001182708.1,8.889,0.1142891464021276,0.789658080940789,0.4008571428571461,0.3930000000000005,0.6274285714285682,0,0.0,0.0,-1.275,0.0,14.96425964,8.993,0.1165338162559515,1.2207799226423173,0.4485714285714305,0.3212857142857136,0.5408571428571409,17,0,0.5119047619047619,9.0,-1,-1,0.1428571428571428,0.4285714285714285,0.7142857142857143,0.0,16.901,0.173,0.3452380952380952,5.0,-1,0,0.5714285714285714,0.0,0.7142857142857143,0.0,0.0,20,0,0.6547619047619048,84,0.0,-0.13076923076923078,16.452,0.32500000000000007
"('chrII', 366502, 366584)",-,NM_001178410.1,31.417,11.512925464970229,3.729701448634192,0.5388571428571397,0.4065714285714298,0.166,0,0.0,0.0,-5.4,0.0,52.26807733,29.33,11.512925464970229,1.9173226922034008,0.5367142857142826,0.4581428571428588,0.1739999999999996,19,0,0.5487804878048781,32.0,0,0,0.5714285714285714,0.4285714285714285,0.2857142857142857,0.0,9.8,0.02,0.4707317073170731,32.0,0,0,0.5714285714285714,0.4285714285714285,0.2857142857142857,0.0,0.0,19,0,0.5487804878048781,82,0.0,-5.3999999999999995,9.251,0.4390243902439024
"('chrXVI', 345444, 345596)",-,NM_001183923.1,13.767,11.512925464970229,11.512925464970229,0.5767142857142867,0.2501428571428577,0.0851428571428572,0,-18.2,-18.145000000000028,0.0,0.0,11.95790845,14.309,11.512925464970229,11.512925464970229,0.5358571428571458,0.3204285714285715,0.0894285714285715,36,0,0.4605263157894737,13.0,0,0,0.7142857142857143,0.0,0.0,0.0,20.515,0.367,0.2592105263157894,13.0,0,0,0.7142857142857143,0.0,0.0,-18.2,0.0,38,1,0.4605263157894737,152,-17.974000000000032,0.0,20.322,0.26578947368421046
"('chrIV', 267725, 267806)",+,NM_001180167.1,25.798,3.863232841258714,4.017383521085972,0.5427142857142824,0.6459999999999944,0.1782857142857133,0,0.0,0.0,0.0,0.0,36.47964364,24.607,3.0159349808715104,3.270169119255751,0.5649999999999956,0.6201428571428527,0.191285714285713,24,0,0.5679012345679012,26.0,0,0,0.5714285714285714,0.7142857142857143,0.0,0.0,19.465,0.028,0.4469135802469136,26.0,0,0,0.5714285714285714,0.7142857142857143,0.0,0.0,0.0,24,0,0.5679012345679012,81,0.0,-3.4,17.962,0.3901234567901235
