ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,StartToBPStemMetric_Vienna_ens,BPToEndStemMetric_Vienna_ens,StartProtectionMetric_Vienna_ens,EndProtectionMetric_Vienna_ens,BPProtectionMetric_Vienna_ens,ZipperStemMetric_Vienna_ens,ZipperStemStartMetric_Vienna_mfe,ZipperStemStartMetric_Vienna_ens,ZipperStemEndMetric_Vienna_ens,LocalizationMetric_RNAstructure_ens,StartToBPStemMetric_RNAstructure_ens,BPToEndStemMetric_RNAstructure_ens,StartProtectionMetric_RNAstructure_ens,EndProtectionMetric_RNAstructure_ens,BPProtectionMetric_RNAstructure_ens,LongestStemMetric_Vienna_mfe,NWJMetric_Vienna_mfe,MLDMetric_Vienna_mfe,LocalizationMetric_Vienna_mfe,StartToBPStemMetric_Vienna_mfe,BPToEndStemMetric_Vienna_mfe,StartProtectionMetric_Vienna_mfe,EndProtectionMetric_Vienna_mfe,BPProtectionMetric_Vienna_mfe,ZipperStemEndMetric_Vienna_mfe,LongestStemMetric_Vienna_ens,NWJMetric_Vienna_ens,MLDMetric_Vienna_ens,ZipperStemStartMetric_RNAstructure_ens,ZipperStemEndMetric_RNAstructure_ens,LongestStemMetric_RNAstructure_ens,MLDMetric_RNAstructure_ens,LengthFeature,LocalizationMetric_RNAstructure_mfe,ZipperStemStartMetric_RNAstructure_mfe,ZipperStemEndMetric_RNAstructure_mfe,LongestStemMetric_RNAstructure_mfe,MLDMetric_RNAstructure_mfe
"('chrXIV', 145149, 145254)",-,NM_001183103.1,28.1,11.512925464970229,0.999672340813206,0.4037142857142878,0.7638571428571428,0.4707142857142852,0,0.0,0.0,-2.3,27.297,11.512925464970229,0.9288695140810151,0.4071428571428593,0.7930000000000014,0.489999999999999,17,0,0.4761904761904761,23.0,0,0,0.4285714285714285,1.0,0.5714285714285714,0.0,18.25,0.002,0.2666666666666666,-3.5,-2.3600000000000003,16.192,0.2333333333333333,105,37.0,0.0,0.0,17,0.5428571428571428
"('chrII', 691966, 692133)",+,,31.084,11.512925464970229,11.512925464970229,0.2191428571428559,0.4774285714285703,0.0427142857142858,0,0.0,0.0,0.0,31.495,11.512925464970229,11.512925464970229,0.2529999999999981,0.4808571428571399,0.0172857142857143,27,0,0.4311377245508982,38.0,0,0,0.0,0.4285714285714285,0.0,0.0,13.256,0.266,0.2251497005988024,0.0,0.0,12.705,0.2359281437125748,167,37.0,0.0,0.0,29,0.4311377245508982
"('chrXII', 286467, 286556)",-,NM_001181965.1,20.334,11.512925464970229,11.512925464970229,0.9922857142857148,0.5638571428571371,0.4012857142857142,0,0.0,0.0,0.0,20.258,11.512925464970229,11.512925464970229,0.9938571428571432,0.5664285714285651,0.3997142857142853,15,0,0.5393258426966292,20.0,0,0,1.0,0.5714285714285714,0.7142857142857143,0.0,14.5,0.001,0.2595505617977528,0.0,0.0,14.249,0.26629213483146064,89,20.0,0.0,0.0,15,0.5393258426966292
"('chrIV', 1103809, 1103892)",+,NM_001180626.3,19.949,3.649658740960655,11.512925464970229,0.283714285714284,0.6204285714285679,0.4600000000000024,0,0.0,0.0,0.0,19.371,4.422848629194137,11.512925464970229,0.3717142857142859,0.6192857142857113,0.4962857142857179,15,0,0.6385542168674698,12.0,0,0,0.4285714285714285,0.7142857142857143,0.4285714285714285,0.0,12.929,0.076,0.2457831325301204,0.0,0.0,10.648,0.27469879518072293,83,16.0,0.0,0.0,8,0.5060240963855421
"('chrXIII', 206097, 206203)",+,NM_001182394.1,41.591,11.512925464970229,11.512925464970229,0.4277142857142868,0.1755714285714281,0.5488571428571383,0,0.0,0.0,0.0,40.024,11.512925464970229,11.512925464970229,0.4321428571428578,0.1822857142857138,0.5478571428571378,24,0,0.660377358490566,62.0,0,0,0.0,0.2857142857142857,0.5714285714285714,0.0,21.765,0.048,0.3301886792452829,0.0,0.0,19.153,0.3160377358490566,106,46.0,0.0,0.0,23,0.6037735849056604
"('chrI', 151006, 151096)",-,NM_001178148.1,23.149,4.509860006183766,11.512925464970229,0.2648571428571439,0.7117142857142863,0.735571428571421,0,-5.1,-5.053658536585363,0.0,27.181,5.809142990314028,11.512925464970229,0.1437142857142859,0.8695714285714283,0.7015714285714215,14,0,0.5333333333333333,34.0,0,0,0.0,1.0,0.7142857142857143,0.0,14.059,0.095,0.2433333333333333,-4.022916666666664,0.0,13.932,0.22333333333333333,90,23.0,-5.1,0.0,14,0.5
"('chrIV', 1073312, 1073401)",-,NM_001180613.1,25.393,2.2164073967529934,1.3547956940605197,0.3227142857142858,0.046,0.1411428571428577,0,0.0,0.0,-5.279545454545459,20.018,2.0874737133771,1.0966142860054366,0.3209999999999993,0.0545714285714285,0.0800000000000001,7,0,0.550561797752809,18.0,0,-1,0.4285714285714285,0.0,0.0,-5.3,10.229,0.214,0.3247191011235955,0.0,-5.315384615384621,7.865,0.27865168539325846,89,13.0,0.0,-5.3,15,0.5955056179775281
"('chrXI', 155271, 155654)",+,NM_001179723.2,37.468,11.512925464970229,11.512925464970229,0.5429999999999973,0.1997142857142845,0.5995714285714263,0,-6.5,-6.38409090909091,-1.975,37.801,11.512925464970229,6.907755278982137,0.5492857142857128,0.2751428571428549,0.5954285714285696,106,0,0.2506527415143603,30.0,0,0,0.5714285714285714,0.0,0.7142857142857143,0.0,17.276,0.645,0.1686684073107049,-6.300000000000002,-1.42,15.764,0.1631853785900783,383,32.0,-6.3,0.0,99,0.2558746736292428
"('chrVIII', 315771, 315858)",-,NM_001179231.1,11.034,0.9364934391916744,1.491654876777717,0.5545714285714238,0.3408571428571442,0.2942857142857117,0,0.0,0.0,-1.903225806451613,11.054,1.3983669423541598,1.5278579254416775,0.5504285714285662,0.3812857142857156,0.2659999999999974,17,1,0.5747126436781609,11.0,0,0,0.5714285714285714,0.0,0.2857142857142857,0.0,15.019,0.163,0.3264367816091954,0.0,-1.9714285714285709,11.361,0.2689655172413793,87,11.0,0.0,0.0,16,0.4482758620689655
"('chrXII', 548677, 548763)",-,NM_001182086.1,16.127,6.907755278982137,1.7147984280919266,0.4921428571428595,0.1872857142857145,0.3872857142857163,0,0.0,0.0,-0.1,10.488,6.907755278982137,0.941608539858445,0.4571428571428603,0.2911428571428578,0.4285714285714304,9,0,0.4767441860465116,8.0,0,-1,0.4285714285714285,0.7142857142857143,0.4285714285714285,0.0,11.966,0.004,0.2290697674418604,0.0,-0.1,9.85,0.2313953488372093,86,8.0,0.0,0.0,9,0.4767441860465116
"('chrIX', 166434, 166519)",+,NM_001179454.1,13.384,1.9661128563728327,11.512925464970229,0.4565714285714318,0.3784285714285718,0.6994285714285698,0,0.0,0.0,0.0,12.721,2.09557092360972,11.512925464970229,0.4714285714285743,0.3928571428571439,0.6832857142857149,20,0,0.5529411764705883,14.0,0,0,0.4285714285714285,0.4285714285714285,0.8571428571428571,0.0,18.099,0.016,0.3458823529411765,0.0,0.0,17.103,0.31882352941176473,85,14.0,0.0,0.0,20,0.5529411764705883
"('chrIV', 122077, 122176)",+,,25.999,11.512925464970229,11.512925464970229,0.3179999999999999,0.8374285714285744,0.5142857142857127,0,-9.4,-9.399999999999986,0.0,20.61,11.512925464970229,11.512925464970229,0.4041428571428558,0.8422857142857186,0.5161428571428556,18,0,0.6464646464646465,30.0,0,0,0.5714285714285714,0.8571428571428571,0.5714285714285714,0.0,15.407,0.007,0.2303030303030303,-9.399999999999986,0.0,16.151,0.23737373737373732,99,15.0,-9.4,0.0,18,0.494949494949495
"('chrXII', 564454, 564513)",-,NM_001182098.1,15.39,1.619488248287602,11.512925464970229,0.496714285714288,0.7739999999999965,0.0578571428571428,0,0.0,0.0,0.0,15.866,1.8578992717326,11.512925464970229,0.460571428571431,0.730285714285709,0.0712857142857144,6,0,0.6101694915254238,32.0,0,0,0.0,0.8571428571428571,0.0,0.0,10.836,0.044,0.2864406779661017,0.0,0.0,8.665,0.28135593220338984,59,11.0,0.0,0.0,10,0.6440677966101694
"('chrII', 479345, 479434)",+,NM_001178467.1,15.71,0.7830718880879323,11.512925464970229,0.1968571428571426,0.2430000000000007,0.4638571428571412,0,0.0,0.0,-2.2,14.857,0.5869869847315546,11.512925464970229,0.0870000000000001,0.3827142857142853,0.5525714285714249,19,1,0.5617977528089888,19.0,0,0,0.5714285714285714,0.0,0.0,0.0,11.373,0.146,0.3112359550561797,0.0,0.0,10.085,0.3044943820224719,89,9.0,0.0,0.0,12,0.4382022471910112
"('chrIII', 101633, 101700)",-,NM_001184672.1,8.99,0.5673959752543851,11.512925464970229,0.5687142857142855,0.1760000000000001,0.2879999999999999,0,0.0,0.0,0.0,10.965,1.0051219455807707,11.512925464970229,0.4897142857142893,0.2807142857142853,0.3970000000000014,17,0,0.7014925373134329,5.0,-1,0,0.7142857142857143,0.0,0.1428571428571428,0.0,13.149,0.104,0.3134328358208955,0.0,0.0,10.775,0.28358208955223885,67,5.0,0.0,0.0,17,0.7014925373134329
"('chrIII', 294239, 294291)",+,NM_001178804.1,15.935,5.809142990314028,4.135166556742356,0.8015714285714299,0.1514285714285714,0.056,0,0.0,0.0,0.0,15.887,4.961845129926823,3.816712825623821,0.7815714285714281,0.2165714285714285,0.0955714285714287,10,0,0.7692307692307693,16.0,0,0,0.8571428571428571,0.0,0.0,0.0,9.553,0.0,0.2461538461538461,0.0,0.0,9.377,0.24230769230769234,52,16.0,0.0,0.0,10,0.7692307692307693
"('chrXIV', 534874, 534965)",-,NM_001182889.3,28.001,11.512925464970229,4.961845129926823,0.2801428571428555,0.7331428571428572,0.4331428571428563,0,0.0,0.0,-0.5,25.624,11.512925464970229,4.268697949366879,0.2574285714285689,0.8605714285714331,0.4142857142857135,16,0,0.5934065934065934,27.0,0,0,0.5714285714285714,0.0,0.5714285714285714,0.0,15.999,0.131,0.3175824175824176,0.0,-1.0,14.842,0.27582417582417584,91,26.0,0.0,0.0,20,0.5604395604395604
"('chrV', 348201, 348276)",-,NM_001180860.1,16.982,11.512925464970229,11.512925464970229,0.265571428571426,0.013,0.7928571428571403,0,0.0,0.0,0.0,16.972,11.512925464970229,11.512925464970229,0.2622857142857117,0.0058571428571428,0.7839999999999973,19,0,0.64,17.0,0,0,0.2857142857142857,0.0,0.8571428571428571,0.0,17.914,0.037,0.44,0.0,0.0,18.284,0.44266666666666665,75,17.0,0.0,0.0,20,0.6266666666666667
"('chrVIII', 298360, 298484)",-,NM_001179227.1,30.475,5.809142990314028,5.809142990314028,0.0650000000000002,0.0674285714285714,0.2592857142857138,0,0.0,0.0,-5.166233766233769,28.507,11.512925464970229,5.809142990314028,0.0770000000000001,0.0927142857142857,0.2515714285714274,17,0,0.4354838709677419,30.0,0,0,0.0,0.0,0.0,-5.6,10.714,0.25,0.2927419354838709,0.0,-5.269512195121957,9.204,0.2967741935483871,124,30.0,0.0,-5.6,17,0.4354838709677419
"('chrXII', 987141, 987212)",+,NM_001182314.1,12.312,0.5516476182862459,11.512925464970229,0.552857142857142,0.2319999999999984,0.6167142857142821,0,0.0,0.0,0.0,15.885,1.584745299843729,11.512925464970229,0.4131428571428587,0.2042857142857142,0.5564285714285687,22,0,0.5211267605633803,12.0,-1,0,0.8571428571428571,0.4285714285714285,0.7142857142857143,0.0,14.427,0.048,0.3,0.0,0.0,9.546,0.28873239436619724,71,2.0,0.0,0.0,13,0.5774647887323944
"('chrXVI', 96153, 96233)",-,NM_001184055.1,24.391,4.605170185988091,11.512925464970229,0.6484285714285661,0.2781428571428542,0.5602857142857087,0,0.0,0.0,0.0,23.886,5.809142990314028,11.512925464970229,0.6607142857142794,0.2699999999999971,0.4192857142857169,15,0,0.5875,24.0,0,0,0.7142857142857143,0.2857142857142857,0.5714285714285714,0.0,14.873,0.0,0.325,0.0,-6.8,13.615,0.3237500000000001,80,24.0,0.0,0.0,14,0.5875
"('chrXIII', 211440, 211570)",+,NM_001182391.1,27.852,3.863232841258714,0.2269006001919219,0.1477142857142854,0.4799999999999984,0.2809999999999983,0,-5.7,-5.702298850574705,-3.299999999999998,26.179,3.963316299815697,0.1323891880457456,0.1822857142857138,0.497285714285712,0.3138571428571416,13,0,0.4769230769230769,40.0,0,-1,0.0,0.5714285714285714,0.2857142857142857,0.0,14.031,0.059,0.2492307692307692,-5.573626373626365,-3.300000000000001,13.076,0.24153846153846154,130,40.0,-5.7,0.0,13,0.4769230769230769
"('chrIV', 254974, 255044)",-,NM_001180174.1,20.321,11.512925464970229,11.512925464970229,0.6685714285714283,0.1357142857142857,0.270571428571429,0,0.0,0.0,0.0,15.906,11.512925464970229,11.512925464970229,0.8155714285714304,0.0721428571428572,0.1534285714285715,12,0,0.6714285714285714,42.0,0,0,0.0,0.4285714285714285,0.0,0.0,10.012,0.188,0.32,0.0,0.0,7.587,0.2657142857142857,70,13.0,0.0,0.0,17,0.5571428571428572
"('chrX', 387348, 387435)",-,NM_001181465.1,24.998,11.512925464970229,3.688879454113936,0.7977142857142845,0.0361428571428571,0.5269999999999967,0,0.0,0.0,-3.7,22.884,11.512925464970229,3.352407217492724,0.7975714285714256,0.0881428571428574,0.3968571428571436,13,0,0.5517241379310345,25.0,0,0,0.8571428571428571,0.0,0.5714285714285714,0.0,11.961,0.043,0.3379310344827587,0.0,0.0,11.226,0.3137931034482759,87,25.0,0.0,0.0,13,0.5517241379310345
"('chrXIII', 211444, 211570)",+,NM_001182391.1,31.616,11.512925464970229,4.3428059215206005,0.2438571428571416,0.0267142857142856,0.3195714285714285,0,-4.5,-4.721951219512194,0.0,31.374,11.512925464970229,3.1941832122778293,0.260285714285712,0.0335714285714285,0.3560000000000006,15,0,0.4603174603174603,14.0,0,0,0.2857142857142857,0.0,0.4285714285714285,0.0,12.797,0.134,0.2396825396825396,-4.513829787234043,0.0,10.51,0.24285714285714288,126,14.0,-4.5,0.0,15,0.4603174603174603
"('chrXIII', 666933, 667017)",-,NM_001182708.1,19.323,4.710530701645918,0.0161293819298836,0.6318571428571391,0.1824285714285705,0.9995714285714288,0,0.0,0.0,0.0,18.507,4.422848629194137,0.0100503358535014,0.6001428571428552,0.1444285714285714,0.9988571428571428,12,0,0.4761904761904761,13.0,0,-1,0.7142857142857143,0.0,1.0,0.0,11.686,0.009,0.238095238095238,0.0,0.0,11.167,0.23928571428571427,84,15.0,0.0,0.0,11,0.5
"('chrII', 366502, 366584)",-,NM_001178410.1,37.126,3.863232841258714,2.864704011147587,0.2492857142857142,0.0585714285714285,0.0795714285714287,0,0.0,0.0,-6.2,33.183,4.017383521085972,2.551046452292545,0.3204285714285713,0.0994285714285717,0.0834285714285715,10,0,0.6585365853658537,47.0,0,0,0.0,0.0,0.0,0.0,10.2,0.02,0.3548780487804878,0.0,-6.200000000000001,9.79,0.35,82,47.0,0.0,0.0,10,0.6585365853658537
"('chrXVI', 345444, 345596)",-,NM_001183923.1,33.976,4.135166556742356,11.512925464970229,0.2031428571428563,0.1910000000000005,0.5739999999999982,0,-10.3,-9.861643835616434,0.0,31.916,3.352407217492724,6.907755278982137,0.1367142857142854,0.201571428571429,0.6535714285714268,15,0,0.4802631578947368,46.0,0,0,0.0,0.0,0.7142857142857143,0.0,16.886,0.054,0.2730263157894737,-10.023863636363622,0.0,16.48,0.2881578947368421,152,41.0,-10.3,0.0,16,0.4736842105263157
"('chrIV', 267725, 267806)",+,NM_001180167.1,7.069,4.199705077879927,1.4024237430497744,0.7212857142857098,0.1821428571428567,0.9091428571428576,0,0.0,0.0,-2.3611111111111103,6.462,4.8283137373023015,1.3509272172825992,0.6988571428571363,0.1911428571428569,0.9147142857142871,20,0,0.5185185185185185,6.0,0,0,0.7142857142857143,0.0,1.0,0.0,16.906,0.032,0.1901234567901234,0.0,-2.4,12.693,0.19629629629629627,81,6.0,0.0,0.0,10,0.5185185185185185
"('chrII', 726917, 727011)",-,NM_001184510.3,24.323,11.512925464970229,11.512925464970229,0.3798571428571434,0.5304285714285731,0.4948571428571418,0,0.0,-3.8,0.0,20.323,11.512925464970229,11.512925464970229,0.495428571428571,0.538857142857143,0.5082857142857137,15,0,0.6276595744680851,35.0,0,0,0.0,0.7142857142857143,0.4285714285714285,0.0,10.667,0.133,0.3053191489361702,-3.8000000000000003,0.0,8.119,0.3212765957446808,94,23.0,0.0,0.0,8,0.4893617021276595
"('chrXVI', 218646, 218746)",+,NM_001183989.1,26.294,11.512925464970229,5.115995809754082,0.2447142857142837,0.4660000000000014,0.4264285714285746,0,0.0,0.0,0.0,26.603,11.512925464970229,6.907755278982137,0.1952857142857124,0.5535714285714298,0.425000000000003,13,0,0.46,30.0,0,0,0.1428571428571428,0.7142857142857143,0.4285714285714285,0.0,14.384,0.105,0.274,0.0,0.0,12.922,0.242,100,30.0,0.0,0.0,13,0.46
"('chrII', 653368, 653452)",+,NM_001178563.3,16.521,0.5025268209512956,4.8283137373023015,0.3549999999999998,0.3750000000000013,0.6141428571428539,0,0.0,0.0,0.0,21.316,1.2344320118106449,4.961845129926823,0.3125714285714277,0.4674285714285743,0.6071428571428533,22,0,0.5714285714285714,6.0,-1,0,0.4285714285714285,0.0,0.7142857142857143,0.0,16.567,0.051,0.2988095238095238,-0.3,0.0,13.006,0.2892857142857143,84,38.0,0.0,0.0,15,0.6190476190476191
"('chrXII', 744153, 744287)",+,NM_001182194.1,12.446,5.298317366548036,0.0314906670913708,0.6961428571428551,0.8338571428571465,0.6915714285714245,0,0.0,0.0,-10.855000000000008,12.38,4.605170185988091,0.0736465401682984,0.7001428571428546,0.8288571428571474,0.6552857142857121,40,0,0.4925373134328358,24.0,0,-1,0.0,0.8571428571428571,0.5714285714285714,-10.6,26.587,0.119,0.226865671641791,-0.3,-10.36300000000001,21.812,0.22238805970149253,134,24.0,0.0,-10.6,40,0.4925373134328358
"('chrIV', 1238630, 1238824)",-,NM_001184511.1,45.795,11.512925464970229,11.512925464970229,0.790571428571427,0.1118571428571421,0.4734285714285727,0,0.0,0.0,-10.74100000000001,44.752,11.512925464970229,11.512925464970229,0.7282857142857108,0.1034285714285709,0.4485714285714299,55,0,0.4329896907216495,47.0,0,0,0.8571428571428571,0.1428571428571428,0.7142857142857143,-10.6,19.918,0.159,0.2438144329896907,0.0,-10.647000000000013,17.58,0.24793814432989691,194,47.0,0.0,-10.6,55,0.4329896907216495
"('chrVII', 253185, 253248)",-,NM_001181001.1,19.009,0.5091603444469295,1.018877320649256,0.2711428571428565,0.6764285714285653,0.6021428571428555,0,0.0,0.0,0.0,17.216,0.5025268209512956,0.8746690571833357,0.2938571428571435,0.6672857142857092,0.6299999999999986,7,0,0.6825396825396826,19.0,-1,0,0.1428571428571428,0.7142857142857143,0.5714285714285714,0.0,7.748,0.018,0.319047619047619,0.0,0.0,7.455,0.3063492063492063,63,6.0,0.0,0.0,8,0.5873015873015873
"('chrXII', 398532, 398626)",+,NM_001182015.1,35.203,2.333044300478754,11.512925464970229,0.3818571428571418,0.2162857142857133,0.0814285714285715,0,0.0,0.0,0.0,29.15,1.8773173575897013,11.512925464970229,0.5184285714285675,0.1877142857142857,0.1175714285714288,26,1,0.4893617021276595,28.0,0,0,0.8571428571428571,0.0,0.0,0.0,15.899,0.323,0.3882978723404254,0.0,0.0,13.693,0.35744680851063826,94,34.0,0.0,0.0,21,0.5531914893617021
"('chrXIV', 366035, 366157)",+,NM_001184519.1,16.814,6.214608098422191,0.5621189181535413,0.5664285714285723,0.7497142857142828,0.5952857142857122,0,0.0,0.0,-4.351851851851849,18.427,11.512925464970229,0.962334670375562,0.5344285714285745,0.6189999999999984,0.5977142857142839,26,0,0.360655737704918,21.0,0,0,0.4285714285714285,0.0,0.7142857142857143,-3.6,14.636,0.14,0.2573770491803278,0.0,-4.26153846153846,10.173,0.21721311475409832,122,21.0,0.0,0.0,25,0.360655737704918
"('chrV', 517851, 517929)",+,,10.769,0.1755445725149309,2.0249533563957662,0.4332857142857135,0.3065714285714287,0.5634285714285703,0,0.0,0.0,0.0,10.361,0.1531511794941747,1.870802676568508,0.4347142857142862,0.2881428571428571,0.6147142857142827,21,0,0.5256410256410257,9.0,-1,0,0.5714285714285714,0.2857142857142857,0.7142857142857143,0.0,17.484,0.0,0.3025641025641025,0.0,0.0,15.868,0.30128205128205127,78,9.0,0.0,0.0,17,0.5256410256410257
"('chrIV', 254955, 255044)",-,NM_001180174.1,17.137,1.1208578976154293,0.0736465401682984,0.2957142857142837,0.6675714285714233,0.7221428571428491,0,0.0,0.0,0.0,16.744,1.3664917338237108,0.0736465401682984,0.3107142857142838,0.6365714285714249,0.712142857142848,28,0,0.4943820224719101,15.0,-1,-1,0.4285714285714285,0.7142857142857143,0.7142857142857143,0.0,20.878,0.003,0.2764044943820224,0.0,-5.8,17.099,0.27640449438202247,89,17.0,0.0,0.0,17,0.4943820224719101
"('chrXIII', 559782, 560157)",+,,59.891,11.512925464970229,11.512925464970229,0.475857142857145,0.2498571428571414,0.4367142857142841,0,0.0,-1.2,-15.244999999999989,61.163,11.512925464970229,11.512925464970229,0.4557142857142882,0.2929999999999995,0.4459999999999982,109,1,0.352,63.0,0,0,0.4285714285714285,0.0,0.5714285714285714,-14.1,19.321,1.363,0.1997333333333333,-1.7333333333333334,-14.767999999999986,18.373,0.19840000000000002,375,63.0,0.0,-14.1,106,0.36
"('chrII', 443705, 443833)",-,,29.9,11.512925464970229,11.512925464970229,0.0771428571428571,0.228428571428572,0.5497142857142842,0,0.0,-5.676712328767125,0.0,25.877,11.512925464970229,11.512925464970229,0.0749999999999999,0.1352857142857144,0.5197142857142854,29,0,0.5859375,60.0,0,0,0.0,0.8571428571428571,0.8571428571428571,0.0,15.742,0.319,0.315625,-5.668750000000001,0.0,13.382,0.30078125,128,60.0,0.0,0.0,29,0.5859375
"('chrX', 469183, 469263)",-,NM_001181679.1,28.715,5.115995809754082,2.0635681925235456,0.3969999999999977,0.1231428571428575,0.2060000000000003,0,0.0,0.0,0.0,25.021,5.298317366548036,1.5186835491656363,0.3717142857142842,0.1945714285714273,0.303428571428572,7,0,0.7,42.0,0,0,0.0,0.0,0.0,0.0,7.444,0.114,0.31375,0.0,0.0,7.053,0.3075,80,42.0,0.0,0.0,7,0.7
"('chrVI', 242009, 242081)",+,NM_001180010.3,24.301,4.961845129926823,11.512925464970229,0.0182857142857142,0.51685714285714,0.4611428571428574,0,0.0,0.0,0.0,24.047,5.521460917862246,11.512925464970229,0.0134285714285714,0.4828571428571412,0.4547142857142853,10,0,0.5138888888888888,25.0,0,0,0.0,0.5714285714285714,0.5714285714285714,0.0,9.478,0.002,0.2722222222222222,0.0,0.0,8.749,0.26944444444444443,72,25.0,0.0,0.0,10,0.5138888888888888
"('chrVII', 436312, 436374)",+,NM_001180898.2,26.383,3.772261063052988,11.512925464970229,0.0958571428571428,0.4267142857142861,0.4541428571428585,0,0.0,0.0,0.0,26.063,4.017383521085972,11.512925464970229,0.1101428571428571,0.4544285714285728,0.4362857142857153,11,0,0.6612903225806451,29.0,0,0,0.0,0.1428571428571428,0.7142857142857143,0.0,9.323,0.007,0.3193548387096774,0.0,0.0,8.601,0.2854838709677419,62,29.0,0.0,0.0,14,0.6612903225806451
"('chrXVI', 412888, 412995)",+,NM_001183889.1,23.072,6.214608098422191,11.512925464970229,0.8037142857142882,0.0844285714285715,0.3998571428571437,0,0.0,-4.3,-6.8000000000000025,24.425,4.605170185988091,11.512925464970229,0.7738571428571446,0.178142857142857,0.3195714285714294,19,0,0.5420560747663551,20.0,0,0,0.8571428571428571,0.0,0.0,0.0,12.818,0.08,0.2327102803738317,-4.299999999999999,-6.800000000000006,8.434,0.23644859813084107,107,37.0,0.0,-6.8,9,0.6074766355140186
"('chrIV', 1319617, 1319816)",-,NM_001180732.1,10.724,0.2536027587989182,11.512925464970229,0.3920000000000014,0.0885714285714285,0.7457142857142839,0,0.0,-27.122727272727275,0.0,10.551,0.2639655458344648,11.512925464970229,0.4101428571428589,0.0894285714285714,0.7474285714285704,61,1,0.4824120603015075,8.0,-1,0,0.7142857142857143,0.0,0.8571428571428571,0.0,34.002,0.504,0.3547738693467336,-27.069230769230764,0.0,31.737,0.3507537688442211,199,8.0,-27.0,0.0,61,0.4673366834170854
"('chrVII', 157199, 157282)",-,NM_001181048.1,24.599,11.512925464970229,11.512925464970229,0.2614285714285709,0.1694285714285701,0.687428571428572,0,0.0,0.0,0.0,20.786,11.512925464970229,11.512925464970229,0.2945714285714274,0.1777142857142843,0.7768571428571438,15,0,0.5542168674698795,33.0,0,0,0.0,0.1428571428571428,0.8571428571428571,0.0,13.225,0.333,0.3542168674698795,0.0,0.0,11.354,0.3240963855421687,83,19.0,0.0,0.0,24,0.4457831325301205
"('chrXI', 449951, 450020)",-,NM_001179795.1,8.492,1.374365790254617,11.512925464970229,0.7667142857142808,0.0218571428571428,0.5647142857142853,0,0.0,0.0,0.0,7.79,3.036554268074246,11.512925464970229,0.7702857142857111,0.0552857142857142,0.6285714285714262,15,0,0.6666666666666666,4.0,-1,0,0.8571428571428571,0.0,0.7142857142857143,0.0,12.316,0.145,0.2623188405797101,0.0,0.0,9.415,0.23623188405797105,69,4.0,0.0,0.0,16,0.5652173913043478
"('chrXII', 786615, 786712)",+,NM_001182218.1,32.233,5.115995809754082,11.512925464970229,0.1671428571428554,0.5575714285714237,0.6431428571428526,0,0.0,0.0,-4.2,31.809,5.298317366548036,11.512925464970229,0.1718571428571412,0.5698571428571385,0.5844285714285676,26,1,0.4329896907216495,34.0,0,0,0.1428571428571428,0.5714285714285714,0.7142857142857143,0.0,10.94,0.956,0.3474226804123711,0.0,0.0,9.805,0.33092783505154644,97,35.0,0.0,0.0,24,0.4536082474226804
"('chrXII', 1024572, 1024654)",+,NM_001182333.3,16.436,1.410587053688935,11.512925464970229,0.0945714285714288,0.0572857142857146,0.538714285714287,0,0.0,0.0,0.0,19.932,2.5902671654458267,11.512925464970229,0.0407142857142856,0.0962857142857139,0.4625714285714314,24,1,0.4390243902439024,22.0,0,0,0.0,0.1428571428571428,0.4285714285714285,0.0,17.717,0.243,0.3999999999999999,0.0,0.0,13.893,0.373170731707317,82,22.0,0.0,0.0,24,0.4390243902439024
"('chrIII', 107033, 107287)",+,NM_001184518.1,32.215,11.512925464970229,11.512925464970229,0.8222857142857173,0.4724285714285746,0.1435714285714277,0,0.0,0.0,0.0,29.913,11.512925464970229,11.512925464970229,0.6941428571428532,0.3947142857142861,0.1385714285714276,43,0,0.4015748031496063,31.0,0,0,0.8571428571428571,0.4285714285714285,0.1428571428571428,0.0,16.463,0.439,0.1854330708661417,0.0,-2.4,13.788,0.18149606299212598,254,17.0,0.0,0.0,42,0.4291338582677165
"('chrVII', 946327, 946420)",+,NM_001181354.3,40.1,11.512925464970229,11.512925464970229,0.2422857142857152,0.4875714285714251,0.3294285714285715,0,-1.6,-1.6000000000000008,0.0,36.489,11.512925464970229,11.512925464970229,0.2934285714285716,0.4639999999999969,0.3224285714285716,14,0,0.5698924731182796,47.0,0,0,0.0,0.5714285714285714,0.4285714285714285,0.0,12.956,0.052,0.2118279569892473,-1.5555555555555558,0.0,12.593,0.2333333333333333,93,47.0,-1.6,0.0,14,0.5698924731182796
"('chrII', 462209, 462499)",+,NM_001184520.1,25.348,5.809142990314028,2.645075401940822,0.6371428571428525,0.2992857142857136,0.679428571428567,0,0.0,-6.9375,0.0,26.472,6.907755278982137,1.5558971455060706,0.6741428571428496,0.4412857142857125,0.7045714285714235,63,1,0.3862068965517241,41.0,0,0,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.0,22.026,0.757,0.2413793103448276,-7.625000000000001,0.0,18.128,0.2182758620689655,290,14.0,0.0,0.0,60,0.3655172413793103
